,Tweet,Nour_label 
1438,Mandatory mask and vaccines already you know ya done fd up right.. 🤔,1
1439,RT @o_rips: Imagine when the vaccine arrives ... https://t.co/eyuy5ISo7I,0
1440,@naomirwolf Biden made it loud and clear that he would enforce mass lockdowns and mandatory vaccines.,1
1441,"@PeterHotez I won't. I stopped taking flu shots many years ago. Not because I don't believe the science,but because I don't believe it's being properly applied in all situations. If the science of giving the vaccine works out, then I'll get it. Not before.",1
1442,"@sunshinekickss @FTP_Tigerlily @TrumpVoterWTF @realDonaldTrump Donald Trump
You haven't lost ...!
There was a stuffing of votes from Joe
You will be able to win!
I write again that I have the corona-virus vaccine... write me a Donald Trump.
At a time when lies have filled our minds, we have no right to give up.",0
1443,@shaneharris Haha! According to you the vaccine wouldn’t work and Trump did nothing to combat the virus. What could the Biden team learn? You can’t have it both ways.,0
1444,"@bigfootRULE First off you are an ANTI-CHRIST ,so let’s begin with that ,if you exist ,you must have a chief -boss -Satan.I know who I do serve ,you do too .Same thing.The Antichrist will enforce The Who humanity to take his mark the BIO CHIP which comes with the vaccine ,the chip is 666 MARK",1
1445,"@JRoseBooks @MarieTitus9 @Transition46 After 47yrs &amp; 8yrs in the WH of not doing 💩 for you, you sound ignorant to his incapabilities bec he doesn't even know what's on that website or his tweets. He shd add what he will do when the other half of the USA refuses his vaccine and all rapid tests, making his plan flop.",0
1446,"TOP 1/3 #AfnhiMondayPress

“Someone has to.”

Kids are participating in COVID vaccine trials
https://t.co/7DH9ugxz8W 
@jeffreykluger @TIME",0
1447,@OceanUAP @iskandrah @yashar Yeah we’ve been doing nothing. Vaccines on the close horizon and therapeutics all over treating people.🤔🤦‍♂️,2
1448,"@TeckieGirle @realDonaldTrump Donald Trump
You haven't lost ...!
There was a stuffing of votes from Joe
You will be able to win!
I write again that I have the corona-virus vaccine... write me a Donald Trump.
At a time when lies have filled our minds, we have no right to give up.",0
1449,Covid fight: Study to find tuberculosis vaccine’s role https://t.co/042adXPN2F,0
1450,"@imkarenb @TeckieGirle @realDonaldTrump Donald Trump
You haven't lost ...!
There was a stuffing of votes from Joe
You will be able to win!
I write again that I have the corona-virus vaccine... write me a Donald Trump.
At a time when lies have filled our minds, we have no right to give up.",0
1451,"@MsBellaSteele @realDonaldTrump Donald Trump
You haven't lost ...!
There was a stuffing of votes from Joe
You will be able to win!
I write again that I have the corona-virus vaccine... write me a Donald Trump.
At a time when lies have filled our minds, we have no right to give up.",0
1452,"RT @gotcomnsense: @drdavidsamadi Or we’ll be shutdown, forced masks in our own home and forced vaccine",1
1454,"@JustFluff67 @MsBellaSteele @realDonaldTrump Donald Trump
You haven't lost ...!
There was a stuffing of votes from Joe
You will be able to win!
I write again that I have the corona-virus vaccine... write me a Donald Trump.
At a time when lies have filled our minds, we have no right to give up.",0
1455,@dustyfountain It's the same with immunizations– those who truly can't be immunized (or in this case wear a mask) absolutely 𝙙𝙚𝙥𝙚𝙣𝙙 on their community to be responsible. It is insanely selfish. And I genuinely can't understand it.,2
1456,Bruh this man would want to pass a mandatory covid vaccine,1
1457,"A Covid Vaccine Is the Next Tourist Attraction
#COVID19 
https://t.co/H7urkF8RAJ",0
1458,"@GeraldoRivera @realDonaldTrump ""Pending"" vaccine? The whole tweet is propaganda for a regime that already lost. I'm focusing on this: WHY WOULD ANYONE BELIEVE THAT HE HAD ANYTHING TO DO WITH A VACCINE FOR A VIRUS THAT HE CLAIMS IS NO BIG DEAL???!",0
1459,@kscordray @mmpadellan @MeidasTouch To bad the media would not tell the truth.biden corruption election corruption.we are going to ramp up testing we have to mask and social https://t.co/mNvM9Gnbid soon as he’s in office. They going to make vaccine mandatory and mask wearing mandatory and social distancing.,1
1460,"@jessicajbalzer @realDonaldTrump Donald Trump
You haven't lost ...!
There was a stuffing of votes from Joe
You will be able to win!
I write again that I have the corona-virus vaccine... write me a Donald Trump.
At a time when lies have filled our minds, we have no right to give up.",0
1462,@ZachJezioro_13 next time I head across country after a vaccine we gonna go through buffalo again to get to sturgis SD. Great town. Saw that stadium and massive Walmart lol,0
1463,"@Stupid_Interweb @jessicajbalzer @realDonaldTrump Donald Trump
You haven't lost ...!
There was a stuffing of votes from Joe
You will be able to win!
I write again that I have the corona-virus vaccine... write me a Donald Trump.
At a time when lies have filled our minds, we have no right to give up.",0
1465,@unhealthytruth No f’ing way I would take that vaccine.,1
1467,@KHOU BULLSHIT. THIS IS A SCARE TACTIC TO TRY TO GET PEOPLE TO TAKE YOUR BULLSHIT VACCINE,1
1468,"TOP 1/3 #AfnhiMondayPress

“Someone has to.”

Kids are participating in COVID vaccine trials
https://t.co/7DH9ugxz8W 

#EndNewInfections

@jeffreykluger
 @TIME",0
1470,@DrTessaT @R_Good_Fellow @naomirwolf I was being heavily ironic. There is no herd immunity without a vaccine. Got tired of silly ill informed Americans.,2
1471,"@KeenanKFOX_CBS @maddow But we were told it would just magically disappear.

It would be gone by Easter.

A vaccine was ""just around the corner.

No one would be talking about it after election day",0
1472,@BloombergAU @business Crushing covid is a a bit over the top. We can't kill a virus we can only put it to sleep with a mercury or thermosol based drug or vaccine at this point anyway.,0
1473,"""As long as the virus continues to spread anywhere in the world, it is a threat to us all"" - @antonioguterres

When a safe &amp; effective #COVID19 vaccine is found, it must be available to everyone, everywhere. It must be a #PeoplesVaccine https://t.co/pWcEE8lfQc",2
1474,"The scale/pace to develop a #COVID19 vaccine is unprecedented in modern science. #COVIDRoundsCA will discuss progress on Nov. 10 - register today for FREE: https://t.co/oKTvm7UuoL

#VirtualRounds #GrandRounds #CME https://t.co/j4s5TLSahF",2
1475,The software being used in conjunction with the administration of the vaccine is called Tiberius! LOL! They’re not even trying to hide it anymore! Pure evil!,1
1476,Random facts about vaccines and American policies that are absolutely ridiculous. https://t.co/BDexh9U5e6,0
1477,Biden better not be enforcing no vaccine either !,1
1478,GCHQ in cyberwar on anti-vaccine propaganda. Spies tackle disinformation linked to Russia. https://t.co/lQUChiJXxF,0
1479,"@mikromara I know :(. As an infectious diseases doctor who witnessed the H1N1 as a new safety regulator here in Sweden, my whole career path changed. My work is focused on bringing science back into vaccine safety.  To elucidate mechanisms of harm and to improve public confidence.",2
1481,"@IanJ_20 @BillsMontana @Pammadonna COVID already killed more than 3 times amount in less a year.  Vaccine is available for flu. Issue is that people like Montana refuses it thus flu spreads

WNY, Buffalo, and Rochsster are doing badly in COVID numbers now w/ more than 4% rate which is worst in NYS including NYC",0
1482,"Pune: These People Will Get Corona Vaccine First

#pune #vaccine #coronavirus #Covid_19 @iWagholi @LRWAPune47 @KshitijAnd @HIRWA_Hinjawadi @bavdhancitizens
 https://t.co/zk8fkhu5Lb",0
1483,"@LesserMegadeath @RubyMcrae @naomirwolf Europe is spiking, lockdowns proved ineffective at stopping the spread once lifted. If your position is to be locked down forever until vaccine. That’s fine, just say that. Yeah WHO has done a great job, I loved when they told us COVID was no big deal. Good call by them.",0
1484,@realDonaldTrump Vaccine?   Taxes?,0
1485,"How close is a #COVID19 vaccine? 

@FT explores the diverse vaccine technologies in development around the world 🔬👉https://t.co/wgQvaYtAMn https://t.co/zBnpTjISH6",0
1486,@EricTopol @60Minutes I find 60% and 40% pretty high numbers for a new vaccine. I certainly don’t want to be a Guinea pig!,1
1487,RT @HerbsandDirt: @Trollburton Mask mandates? Y’all better be prepping for the VACCINE mandates . THAT’S the game. The masks were just a te…,1
1488,@profsked Strange. I've only seen claims being made by UK journalists about the Russian vaccine... This 'counter-offensive' sounds like it's going to be a pro-vaccine propagandist shit show. I can't wait #popcorn @GCHQ,1
1490,"If you raise birds and want to administer a vaccine to them, what do you do? You starve them of water for hours making them thirst for any liquid. When you finally bring the vaccinated water they will rush it. This is how the government operates. Don't be hungry!!!

#BreadOfLife",0
1491,"@lcamtuf So, I had a surgery. The risk was in a few more years it would impact more stuff, and today Covid proc. I should be ok in hospital, so I had it done-successful! Painful! &amp; no spleen now... So vaccines and no raw fish. Risk after thought &amp; accept / limit risk",0
1492,UK Goverment Look To AI To Assess Possible Side Effects Of Covid Vaccines https://t.co/BCGiQdsxS4 #AInews #artificialintelligence #AI #artificialintelligencenews,0
1493,@tedlieu @GrumpsterGato @realDonaldTrump @JoeBiden The vaccine is coming out right after his healthcare plan...which we’re expecting shortly after his taxes,0
1494,@Ninja92305806 @ellymelly @Lambmike1 Uh we've spent fucking hundreds of billions of dollars on an aids and common cold vaccine. It's a grail hunt. You'd get the Nobel prize if you cracked it. How fucking dumb are you,0
1495,Soon itll become you must take this really rushed vaccine and no refusing it or we don't let you travel,1
1496,@USBrownEyedGirl @Chris11962 Hey Cuomo thought you wouldn’t even think of using the Vaccine bc Our Awesome President was involved with the Vaccine!! “Hypocrite “ oh what are you going to do about covid; send all the infected    Ppl to the nursing homes🥵🥵Terrible what you did! But no punishment for you 🤬🤬,1
1497,"@kyleofman @Danny_Clayton @___knighty Their is no virus.
COVID - CERTIFICATE OF VACCINATION IDENTIFICATION 
19 IN GEMATRIA = AI
ARTIFICIAL INTELLIGENCE
THE TRANSHUMANISM AGENDA 💯",1
1498,"@Ahmed__Aliyu Last time I checked, those vaccines have been sponsored by private donors such a Bill &amp; Melinda gates foundation.

Even when the government puts its hand, that’s when you’ll be seeing bottlenecks and diversion of materials, e.g diversion of IDP mosquito nets.",0
1499,Economic impact of a vaccine https://t.co/awTWgFZop2,0
1503,"Hey twitter! During quarantine, my dad wrote a book about the history of Ghanaian kente! I�m so proud of him and would love if y�all could retweet and support ?????? https://t.co/UaoO3vmMrX",0
